game_id,end,shot_num,method,depth,playouts,rollouts_per_visit,seed,candidate_idx,label,actual_total_sims,time_sec,risk_lambda,num_candidates,num_children,arm,q_ref_mean,q_ref_sd,q_best,regret
4543,6,5,AllGrid,3,800,10,42,37,"Hit(CCW,0,MIDDLE)",520571,27286.9,0,71,71,A1N,0.735,2.1295,1.09,0.3550000000000001
9231,5,14,AllGrid,3,800,10,42,47,"Hit(CCW,5,MIDDLE)",9337,823.813,0,101,101,A1N,1.265,1.65975,2.025,0.76
1825,5,7,AllGrid,3,800,10,42,53,"PostGuard(CCW,1,0)",407952,24322.8,0,77,77,A1N,0.865,2.16259,0.865,0.0
4062,4,15,AllGrid,3,800,10,42,49,"Hit(CCW,4,STRONG)",917,45.1837,0,117,117,A1N,-0.55,1.82414,-0.475,0.07500000000000007
9882,2,11,AllGrid,3,800,10,42,48,"Hit(CW,4,STRONG)",185474,13400.1,0,109,109,A1N,1.23,2.06085,1.295,0.06499999999999995
2998,6,14,AllGrid,3,800,10,42,38,"Hit(CW,1,STRONG)",18852,2066.38,0,145,145,A1N,2.555,0.840818,2.895,0.33999999999999986
1555,2,3,AllGrid,3,800,10,42,21,"Draw(CCW,L5)",627867,33264.1,0,55,55,A1N,0.805,1.97408,1.1,0.29500000000000004
4372,4,14,AllGrid,3,800,10,42,1,"Draw(CCW,TEE)",3776,248.838,0,49,49,A1N,0.005,1.12026,0.095,0.09
3732,7,7,AllGrid,3,800,10,42,17,"Draw(CCW,L3)",378163,19560.1,0,49,49,A1N,0.89,1.68757,1.125,0.235
3858,5,5,AllGrid,3,800,10,42,1,"Draw(CCW,TEE)",527625,31705.6,0,75,75,A1N,0.78,1.95745,0.885,0.10499999999999998
1938,0,14,AllGrid,3,800,10,42,36,"Hit(CW,9,MIDDLE)",8996,823.668,0,93,93,A1N,0.885,2.36892,1.43,0.5449999999999999
9112,3,9,AllGrid,3,800,10,42,37,"Hit(CCW,2,MIDDLE)",282604,16944.2,0,75,75,A1N,0.76,1.84997,0.76,0.0
4157,3,12,AllGrid,3,800,10,42,38,"Hit(CW,3,STRONG)",129550,10645.8,0,107,107,A1N,-0.885,1.81983,-0.705,0.18000000000000005
7373,1,11,AllGrid,3,800,10,42,11,"Draw(CCW,L0)",192733,14343.5,0,103,103,A1N,0.98,1.72615,1.175,0.19500000000000006
7173,4,15,AllGrid,3,800,10,42,4,"Draw(CW,S2)",951,69.7767,0,151,151,A1N,2.0,0.0,2.0,0.0
196,4,4,AllGrid,3,800,10,42,43,"PostGuard(CCW,2,0)",569056,30379.5,0,49,49,A1N,-0.685,2.00394,-0.22,0.4650000000000001
2630,2,14,AllGrid,3,800,10,42,6,"Draw(CW,S4)",4789,324.844,0,59,59,A1N,-1.21,1.62355,-1.07,0.1399999999999999
5731,2,10,AllGrid,3,800,10,42,8,"Draw(CW,S6)",203876,8639.21,0,43,43,A1N,-1.4,1.84391,-0.555,0.8449999999999999
9518,4,5,AllGrid,3,800,10,42,45,"Hit(CCW,2,WEAK)",520440,27839.3,0,71,71,A1N,0.905,2.07508,0.985,0.07999999999999996
8211,7,12,AllGrid,3,800,10,42,2,"Draw(CW,S0)",121860,8733.22,0,79,79,A1N,-1.155,1.79749,-0.815,0.3400000000000001
5392,3,13,AllGrid,3,800,10,42,87,"Hit(CCW,10,MIDDLE)",97226,10103.1,0,135,135,A1N,-1.09,1.6679,-1.005,0.08500000000000019
4262,4,2,AllGrid,3,800,10,42,47,"PostGuard(CCW,0,2)",685823,36952.0,0,49,49,A1N,-0.65,2.23998,-0.465,0.185
6230,1,12,AllGrid,3,800,10,42,35,"Hit(CCW,11,WEAK)",90975,5598.41,0,49,49,A1N,-0.215,1.43484,-0.215,0.0
3543,4,7,AllGrid,3,800,10,42,42,"PostGuard(CW,1,0)",383726,20089.5,0,55,55,A1N,0.985,1.87477,1.025,0.039999999999999925
1784,6,5,AllGrid,3,800,10,42,46,"Hit(CW,2,MIDDLE)",519274,29465.0,0,71,71,A1N,0.855,2.05766,1.05,0.19500000000000006
4905,4,14,AllGrid,3,800,10,42,37,"Hit(CCW,5,MIDDLE)",9647,621.676,0,101,101,A1N,-2.09,1.94471,-1.65,0.43999999999999995
3837,2,10,AllGrid,3,800,10,42,39,"Hit(CCW,7,STRONG)",232041,14515.0,0,71,71,A1N,-0.555,1.77397,-0.455,0.10000000000000003
2854,0,15,AllGrid,3,800,10,42,58,"Hit(CW,12,STRONG)",903,36.6451,0,103,103,A1N,0.95,1.35185,1.18,0.22999999999999998
1221,1,10,AllGrid,3,800,10,42,66,"Hit(CW,7,MIDDLE)",255016,18922.5,0,113,113,A1N,-0.785,1.75464,-0.575,0.21000000000000008
7301,6,14,AllGrid,3,800,10,42,3,"Draw(CCW,S0)",18690,1549.49,0,145,145,A1N,1.885,0.402213,1.985,0.10000000000000009
5248,0,3,AllGrid,3,800,10,42,33,"Hit(CCW,2,TOUCH)",626900,33501.6,0,49,49,A1N,0.82,1.97423,1.33,0.5100000000000001
2545,3,15,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",861,39.1865,0,61,61,A1N,2.98,0.14,2.98,0.0
6335,1,11,AllGrid,3,800,10,42,34,"Hit(CW,6,WEAK)",145548,8256.79,0,53,53,A1N,1.125,1.49645,1.125,0.0
8275,4,5,AllGrid,3,800,10,42,44,"Hit(CW,2,WEAK)",517101,27442.9,0,71,71,A1N,1.005,1.98871,1.005,0.0
963,5,13,AllGrid,3,800,10,42,32,"Hit(CW,8,TOUCH)",71376,5189.49,0,89,89,A1N,0.93,1.75645,1.235,0.30500000000000005
176,5,11,AllGrid,3,800,10,42,43,"Hit(CCW,6,TOUCH)",198273,14924.9,0,97,97,A1N,1.285,2.03808,1.585,0.30000000000000004
2199,1,13,AllGrid,3,800,10,42,25,"Draw(CCW,L7)",98133,9120.16,0,119,119,A1N,-0.75,1.68745,0.25,1.0
8298,3,11,AllGrid,3,800,10,42,36,"Hit(CW,0,MIDDLE)",198845,12619.8,0,119,119,A1N,1.15,2.19488,1.185,0.03500000000000014
6729,2,14,AllGrid,3,800,10,42,6,"Draw(CW,S4)",16543,1672.33,0,135,135,A1N,0.665,1.04536,0.665,0.0
8119,5,4,AllGrid,3,800,10,42,11,"Draw(CCW,L0)",577704,32986.2,0,65,65,A1N,-0.55,2.22205,-0.18,0.37000000000000005
8189,0,14,AllGrid,3,800,10,42,35,"Hit(CCW,13,WEAK)",4738,251.418,0,55,55,A1N,0.025,1.36542,0.025,0.0
9791,0,8,AllGrid,3,800,10,42,48,"PostGuard(CW,6,0)",338925,17818.9,0,55,55,A1N,-0.11,1.88359,-0.11,0.0
5487,5,5,AllGrid,3,800,10,42,36,"Hit(CW,0,MIDDLE)",517570,29638.9,0,71,71,A1N,0.33,2.0521,1.085,0.7549999999999999
4950,0,15,AllGrid,3,800,10,42,46,"Hit(CW,14,MIDDLE)",871,22.3957,0,71,71,A1N,0.645,1.67301,0.83,0.18499999999999994
9143,3,7,AllGrid,3,800,10,42,2,"Draw(CW,S0)",412887,23974.7,0,81,81,A1N,0.615,2.08729,1.135,0.52
4517,4,13,AllGrid,3,800,10,42,2,"Draw(CW,S0)",105555,10905.4,0,123,123,A1N,1.41,0.837795,1.535,0.125
2994,5,10,AllGrid,3,800,10,42,56,"Hit(CW,5,MIDDLE)",271083,20414.5,0,113,113,A1N,0.045,1.90341,0.045,0.0
961,6,13,AllGrid,3,800,10,42,11,"Draw(CCW,L0)",109199,11516.9,0,139,139,A1N,-1.77,1.43426,-1.735,0.03499999999999992
1566,1,3,AllGrid,3,800,10,42,48,"Hit(CW,2,STRONG)",627446,35619.6,0,59,59,A1N,0.465,2.03194,0.975,0.51
1686,6,15,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",849,35.6066,0,49,49,A1N,1.0,0.0,1.0,0.0
1201,0,6,AllGrid,3,800,10,42,45,"Hit(CCW,5,WEAK)",453349,24611.2,0,53,53,A1N,-0.855,2.01096,-0.385,0.47
5494,4,5,AllGrid,3,800,10,42,6,"Draw(CW,S4)",526802,27032.2,0,75,75,A1N,1.0,2.12603,1.21,0.20999999999999996
2492,4,15,AllGrid,3,800,10,42,42,"Hit(CW,10,TOUCH)",875,43.6981,0,75,75,A1N,1.65,0.638357,1.65,0.0
8959,1,11,AllGrid,3,800,10,42,47,"Hit(CCW,6,MIDDLE)",188006,13950.3,0,97,97,A1N,1.075,1.74911,1.26,0.18500000000000005
1671,0,15,AllGrid,3,800,10,42,79,"Hit(CCW,12,STRONG)",917,47.7698,0,117,117,A1N,2.485,1.71749,2.74,0.25500000000000034
1385,7,11,AllGrid,3,800,10,42,80,"PostGuard(CW,5,1)",189897,13595.7,0,103,103,A1N,1.045,1.71259,1.18,0.135
6872,1,14,AllGrid,3,800,10,42,84,"Hit(CW,13,WEAK)",17313,1858.41,0,135,135,A1N,0.885,0.949618,1.02,0.135
8785,1,4,AllGrid,3,800,10,42,6,"Draw(CW,S4)",566418,30058.8,0,49,49,A1N,-0.575,2.14811,-0.32,0.25499999999999995
1835,0,15,AllGrid,3,800,10,42,58,"Hit(CW,14,STRONG)",869,27.8329,0,69,69,A1N,1.19,0.611474,1.235,0.04500000000000015
6216,7,8,AllGrid,3,800,10,42,1,"Draw(CCW,TEE)",338054,18253.7,0,55,55,A1N,-0.61,1.86491,0.075,0.6849999999999999
8471,6,5,AllGrid,3,800,10,42,29,"PreGuard(CCW,G4)",529067,28176.0,0,75,75,A1N,0.525,1.98227,1.06,0.535
256,3,12,AllGrid,3,800,10,42,48,"Hit(CW,11,STRONG)",113914,8268.15,0,77,77,A1N,0.35,1.91768,0.495,0.14500000000000002
5778,2,9,AllGrid,3,800,10,42,2,"Draw(CW,S0)",306083,19958.8,0,97,97,A1N,0.45,1.74284,0.915,0.465
6320,4,15,AllGrid,3,800,10,42,69,"Hit(CCW,12,STRONG)",903,38.7725,0,103,103,A1N,-0.235,1.75208,-0.055,0.18
1638,4,11,AllGrid,3,800,10,42,57,"Hit(CCW,6,MIDDLE)",192326,11725.2,0,103,103,A1N,0.5,1.93132,0.715,0.21499999999999997
2310,6,15,AllGrid,3,800,10,42,78,"Hit(CW,10,STRONG)",935,37.8962,0,135,135,A1N,2.15,2.12779,2.215,0.06499999999999995
7921,5,4,AllGrid,3,800,10,42,42,"PostGuard(CW,2,0)",564750,23659.2,0,49,49,A1N,-0.475,2.08791,-0.205,0.27
1361,1,12,AllGrid,3,800,10,42,34,"Hit(CW,9,WEAK)",103129,6828.85,0,59,59,A1N,-0.665,1.49759,0.19,0.855
5041,1,8,AllGrid,3,800,10,42,33,"Hit(CCW,7,TOUCH)",340083,19461.7,0,55,55,A1N,-0.215,1.99969,0.14,0.355
5033,7,5,AllGrid,3,800,10,42,34,"Hit(CW,0,WEAK)",520524,30253.7,0,71,71,A1N,1.165,2.08992,1.165,0.0
5022,1,15,AllGrid,3,800,10,42,7,"Draw(CCW,S4)",889,42.0137,0,89,89,A1N,1.25,0.466369,1.25,0.0
9907,7,9,AllGrid,3,800,10,42,45,"Hit(CCW,6,WEAK)",277214,15312.8,0,65,65,A1N,1.01,1.98492,1.01,0.0
8627,2,12,AllGrid,3,800,10,42,95,"PostGuard(CCW,8,2)",137211,11542.4,0,103,103,A1N,0.12,1.55743,0.415,0.295
1641,6,10,AllGrid,3,800,10,42,67,"Hit(CCW,7,MIDDLE)",266435,21220.6,0,113,113,A1N,-0.11,1.89945,0.31,0.42
7249,2,15,AllGrid,3,800,10,42,57,"Hit(CCW,4,MIDDLE)",939,54.5445,0,139,139,A1N,0.73,1.2598,1.0,0.27
4837,7,2,AllGrid,3,800,10,42,45,"PostGuard(CCW,0,1)",682448,37147.4,0,49,49,A1N,-0.48,2.12123,-0.18,0.3
1039,2,15,AllGrid,3,800,10,42,35,"Hit(CCW,14,WEAK)",843,27.0006,0,43,43,A1N,0.955,0.207304,0.955,0.0
7846,3,10,AllGrid,3,800,10,42,44,"Hit(CW,9,WEAK)",217598,12878.0,0,65,65,A1N,-0.24,1.86612,-0.12,0.12
5246,2,5,AllGrid,3,800,10,42,36,"Hit(CW,0,MIDDLE)",529638,31698.6,0,75,75,A1N,0.81,2.00097,1.025,0.21499999999999986
4166,2,12,AllGrid,3,800,10,42,49,"Hit(CCW,11,WEAK)",111347,7665.39,0,75,75,A1N,0.19,1.65647,0.19,0.0
6533,4,6,AllGrid,3,800,10,42,68,"PostGuard(CW,2,0)",471902,28194.4,0,81,81,A1N,0.255,2.05669,0.615,0.36
5721,0,12,AllGrid,3,800,10,42,41,"Freeze(CCW,1)",161991,11312.2,0,123,123,A1N,1.945,1.42196,1.945,0.0
4463,7,9,AllGrid,3,800,10,42,33,"Hit(CCW,0,TOUCH)",310892,20980.8,0,103,103,A1N,0.745,2.07123,1.03,0.28500000000000003
5606,2,14,AllGrid,3,800,10,42,46,"Hit(CW,3,MIDDLE)",17364,1810.18,0,139,139,A1N,0.515,1.59993,0.54,0.025000000000000022
1123,4,3,AllGrid,3,800,10,42,7,"Draw(CCW,S4)",621188,33460.2,0,55,55,A1N,0.51,2.17253,1.04,0.53
8113,3,15,AllGrid,3,800,10,42,33,"Hit(CCW,8,TOUCH)",869,40.5775,0,69,69,A1N,1.0,0.0,1.0,0.0
716,6,7,AllGrid,3,800,10,42,3,"Draw(CCW,S0)",392086,21489.2,0,55,55,A1N,0.49,1.8708,1.015,0.5249999999999999
459,3,5,AllGrid,3,800,10,42,39,"Hit(CCW,0,STRONG)",517934,28983.5,0,71,71,A1N,0.9,1.88414,1.05,0.15000000000000002
9287,7,12,AllGrid,3,800,10,42,39,"Hit(CCW,11,WEAK)",109847,7351.41,0,65,65,A1N,-0.335,1.29336,-0.31,0.025000000000000022
5647,1,10,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",247729,15237.9,0,91,91,A1N,0.28,1.88987,0.33,0.04999999999999999
4562,4,13,AllGrid,3,800,10,42,76,"Hit(CW,8,MIDDLE)",103175,10188.3,0,129,129,A1N,1.765,1.36006,1.765,0.0
6201,5,11,AllGrid,3,800,10,42,63,"Hit(CCW,6,TOUCH)",200788,15795.4,0,107,107,A1N,0.765,1.64005,0.765,0.0
9166,3,14,AllGrid,3,800,10,42,64,"Hit(CW,7,WEAK)",16023,1741.66,0,139,139,A1N,0.66,1.65964,0.995,0.33499999999999996
8703,4,3,AllGrid,3,800,10,42,11,"Draw(CCW,L0)",621799,31777.1,0,49,49,A1N,0.805,1.7655,1.18,0.3749999999999999
1616,0,14,AllGrid,3,800,10,42,33,"Hit(CCW,7,TOUCH)",5269,387.362,0,69,69,A1N,0.86,1.35292,0.86,0.0
5809,3,9,AllGrid,3,800,10,42,44,"Hit(CW,8,WEAK)",269725,14843.3,0,53,53,A1N,0.45,1.64241,0.78,0.33
4651,6,5,AllGrid,3,800,10,42,5,"Draw(CCW,S2)",523007,30834.7,0,71,71,A1N,0.475,2.01975,0.915,0.44000000000000006
8894,2,15,AllGrid,3,800,10,42,2,"Draw(CW,S0)",879,31.9022,0,79,79,A1N,1.885,0.437921,1.885,0.0
2369,6,9,AllGrid,3,800,10,42,6,"Draw(CW,S4)",294375,17638.4,0,79,79,A1N,0.34,1.82603,0.69,0.3499999999999999
1083,7,15,AllGrid,3,800,10,42,57,"Hit(CCW,12,MIDDLE)",903,44.632,0,103,103,A1N,0.61,1.73433,0.74,0.13
366,3,11,AllGrid,3,800,10,42,78,"Hit(CW,8,STRONG)",210664,17283.0,0,119,119,A1N,1.555,2.48334,1.555,0.0
6354,2,15,AllGrid,3,800,10,42,109,"PostGuard(CCW,3,0)",951,60.5682,0,151,151,A1N,1.505,0.499975,1.535,0.030000000000000027
9260,7,2,AllGrid,3,800,10,42,18,"Draw(CW,L4)",680657,35158.1,0,49,49,A1N,-0.51,1.97482,-0.21,0.30000000000000004
6267,4,12,AllGrid,3,800,10,42,2,"Draw(CW,S0)",100912,4899.34,0,55,55,A1N,-0.4,1.52971,-0.025,0.375
1158,6,8,AllGrid,3,800,10,42,56,"PostGuard(CW,4,2)",344171,19653.7,0,65,65,A1N,0.39,2.06589,0.39,0.0
6520,1,5,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",523840,30696.6,0,75,75,A1N,1.01,1.81931,1.215,0.20500000000000007
2099,0,14,AllGrid,3,800,10,42,1,"Draw(CCW,TEE)",8590,726.147,0,91,91,A1N,0.56,1.20681,0.56,0.0
4892,6,10,AllGrid,3,800,10,42,2,"Draw(CW,S0)",249034,17700.5,0,101,101,A1N,-0.065,2.03489,0.185,0.25
7859,3,14,AllGrid,3,800,10,42,33,"Hit(CCW,1,TOUCH)",15374,1558.81,0,129,129,A1N,0.515,1.1224,0.515,0.0
2084,7,10,AllGrid,3,800,10,42,6,"Draw(CW,S4)",273253,21656.5,0,113,113,A1N,2.17,1.86845,2.465,0.29499999999999993
5335,1,14,AllGrid,3,800,10,42,85,"Hit(CCW,11,WEAK)",19865,1713.71,0,145,145,A1N,0.485,1.67026,0.485,0.0
5272,2,4,AllGrid,3,800,10,42,3,"Draw(CCW,S0)",567353,30863.3,0,53,53,A1N,-0.565,2.01638,-0.41,0.15499999999999997
5472,3,13,AllGrid,3,800,10,42,38,"Hit(CW,4,STRONG)",43601,3731.08,0,69,69,A1N,0.535,1.53583,0.7,0.16499999999999992
4526,5,9,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",283242,14563.3,0,65,65,A1N,0.685,1.68694,0.685,0.0
6392,2,5,AllGrid,3,800,10,42,7,"Draw(CCW,S4)",523945,26197.4,0,75,75,A1N,0.55,2.01184,1.075,0.5249999999999999
1255,4,13,AllGrid,3,800,10,42,67,"Hit(CCW,12,MIDDLE)",55373,5096.66,0,91,91,A1N,2.26,1.78112,2.34,0.08000000000000007
5259,3,8,AllGrid,3,800,10,42,89,"PostGuard(CCW,4,2)",377261,22478.5,0,97,97,A1N,0.84,1.80122,0.965,0.125
7905,3,15,AllGrid,3,800,10,42,55,"Hit(CCW,10,WEAK)",903,43.0076,0,103,103,A1N,2.775,1.40868,2.865,0.0900000000000003
4159,5,11,AllGrid,3,800,10,42,46,"Hit(CW,6,MIDDLE)",195378,15636.3,0,103,103,A1N,0.69,1.86384,0.765,0.07500000000000007
2788,5,13,AllGrid,3,800,10,42,77,"Hit(CCW,8,MIDDLE)",92893,10232.8,0,139,139,A1N,2.82,2.21531,3.115,0.2950000000000004
4360,7,4,AllGrid,3,800,10,42,44,"Hit(CW,3,WEAK)",570205,31536.0,0,59,59,A1N,-0.635,1.88462,-0.47,0.16500000000000004
8248,7,13,AllGrid,3,800,10,42,3,"Draw(CCW,S0)",42452,3665.27,0,59,59,A1N,1.06,1.42,1.49,0.42999999999999994
2081,5,9,AllGrid,3,800,10,42,45,"Hit(CCW,8,WEAK)",277883,14954.0,0,53,53,A1N,0.575,1.75624,0.865,0.29000000000000004
1265,4,5,AllGrid,3,800,10,42,0,"Draw(CW,TEE)",520088,29748.7,0,71,71,A1N,0.555,1.95882,0.89,0.33499999999999996
3677,7,15,AllGrid,3,800,10,42,54,"Hit(CW,14,WEAK)",875,33.7544,0,75,75,A1N,1.695,0.960195,1.695,0.0
477,2,10,AllGrid,3,800,10,42,1,"Draw(CCW,TEE)",244713,16009.6,0,81,81,A1N,-0.37,1.96548,-0.245,0.125
8462,7,13,AllGrid,3,800,10,42,13,"Draw(CCW,L1)",95207,8448.98,0,115,115,A1N,1.94,1.53831,2.63,0.69
3186,1,11,AllGrid,3,800,10,42,56,"Hit(CW,4,MIDDLE)",169621,12075.0,0,119,119,A1N,1.3,2.06398,1.3,0.0
8936,4,15,AllGrid,3,800,10,42,4,"Draw(CW,S2)",945,59.316,0,145,145,A1N,1.0,0.0,1.015,0.014999999999999902
966,6,3,AllGrid,3,800,10,42,17,"Draw(CCW,L3)",624558,32012.9,0,55,55,A1N,0.8,2.06155,1.15,0.34999999999999987
232,1,13,AllGrid,3,800,10,42,3,"Draw(CCW,S0)",45061,3900.92,0,59,59,A1N,1.465,1.35232,1.575,0.10999999999999988
3968,6,10,AllGrid,3,800,10,42,28,"PreGuard(CW,G4)",207163,11370.1,0,49,49,A1N,0.8,1.79722,0.95,0.1499999999999999
2440,2,5,AllGrid,3,800,10,42,55,"PostGuard(CCW,1,1)",520764,29075.4,0,71,71,A1N,0.695,1.95499,1.17,0.475
1624,6,15,AllGrid,3,800,10,42,45,"Hit(CCW,8,WEAK)",891,41.6533,0,91,91,A1N,1.145,0.352101,1.265,0.11999999999999988
9851,7,8,AllGrid,3,800,10,42,53,"Hit(CCW,7,TOUCH)",352635,22653.8,0,81,81,A1N,0.155,2.0423,0.155,0.0
9879,2,15,AllGrid,3,800,10,42,45,"Hit(CCW,6,WEAK)",917,50.3062,0,117,117,A1N,3.125,0.599479,3.125,0.0
9832,1,9,AllGrid,3,800,10,42,2,"Draw(CW,S0)",311488,22286.5,0,103,103,A1N,0.815,1.81129,1.24,0.42500000000000004
4221,2,14,AllGrid,3,800,10,42,18,"Draw(CW,L4)",18234,1961.29,0,145,145,A1N,0.99,1.0954,1.555,0.565
1999,2,5,AllGrid,3,800,10,42,35,"Hit(CCW,2,WEAK)",501337,25756.5,0,53,53,A1N,0.6,1.76918,0.875,0.275
99,4,13,AllGrid,3,800,10,42,10,"Draw(CW,L0)",27560,2262.99,0,57,57,A1N,0.465,1.43484,0.635,0.16999999999999998
964,0,8,AllGrid,3,800,10,42,44,"Hit(CW,5,WEAK)",338917,18673.9,0,63,63,A1N,-0.38,1.82088,-0.295,0.08500000000000002
6357,7,5,AllGrid,3,800,10,42,10,"Draw(CW,L0)",524263,26033.9,0,75,75,A1N,0.615,2.05834,0.895,0.28
632,7,12,AllGrid,3,800,10,42,56,"Hit(CW,11,MIDDLE)",110443,7871.27,0,81,81,A1N,-0.215,1.88382,-0.195,0.01999999999999999
3130,2,11,AllGrid,3,800,10,42,78,"PostGuard(CW,5,0)",189270,13407.0,0,91,91,A1N,0.985,1.5858,1.315,0.32999999999999996
2941,4,13,AllGrid,3,800,10,42,29,"PreGuard(CCW,G4)",102570,10680.9,0,125,125,A1N,1.215,1.28405,1.365,0.1499999999999999
6374,0,11,AllGrid,3,800,10,42,59,"Hit(CCW,6,STRONG)",174306,12230.3,0,113,113,A1N,1.19,2.28996,1.54,0.3500000000000001
156,7,14,AllGrid,3,800,10,42,54,"Hit(CW,5,WEAK)",18999,1992.8,0,145,145,A1N,0.38,1.12942,1.105,0.725
1570,1,4,AllGrid,3,800,10,42,45,"PostGuard(CCW,0,1)",564513,26257.5,0,49,49,A1N,-0.65,1.87816,-0.32,0.33
7117,6,12,AllGrid,3,800,10,42,34,"Hit(CW,11,WEAK)",92337,5685.53,0,49,49,A1N,-0.185,1.42505,-0.14,0.044999999999999984
6164,7,6,AllGrid,3,800,10,42,42,"PostGuard(CW,4,0)",451677,20354.2,0,49,49,A1N,-0.505,1.88944,-0.25,0.255
