target,feature,n,rho,p
d_A9R05_A9P5,y_spread,150,-0.09785307785257626,0.23354123232328242
d_A9R05_A9P5,counting_op,150,0.09577670100449157,0.2436590177722074
d_A9R05_A9P5,size_entropy_norm,150,0.08976278459450376,0.27466821185404944
d_A9R05_A9P5,q_sd_mean,150,0.08926759761678196,0.27733534203010896
d_A9R05_A9P5,q_sd_median,150,0.08756589903156999,0.28663365994454193
d_A9R05_A9P5,score_now,150,-0.08330154604195707,0.31084079346485144
d_A9R05_A9P5,n_within_0.61,150,-0.07167637531968413,0.38340978362972583
d_A9R05_A9P5,n_types,150,-0.07140910705678172,0.3851905130223329
d_A9R05_A9P5,rho_cand,149,-0.06721149483610589,0.415397001202417
d_A9R05_A9P5,best_cluster_size,150,-0.06376047945840416,0.438245255683187
d_A9R05_A9P5,true_top_cluster_selected,150,0.06188582018254147,0.45185601552547583
d_A9R05_A9P5,md_screen_loss,150,0.05861538635345962,0.47615744517731734
d_A9R05_A9P5,K_clusters,150,-0.057631869406597896,0.48360186439351016
d_A9R05_A9P5,q_gap12,150,0.05212420469239844,0.5264209230899259
d_A9R05_A9P5,no1_no2_gap,149,0.05131389839821112,0.5342703952394202
d_A9R05_A9P5,n_house,150,-0.05051042185340625,0.539320572486557
d_A9R05_A9P5,house_density,150,-0.05051042185340625,0.539320572486557
d_A9R05_A9P5,n_cand,150,-0.05049538679372983,0.539441486889494
d_A9R05_A9P5,n_cand_ct,150,-0.05049538679372983,0.539441486889494
d_A9R05_A9P5,rho_cand_risk_l0.5,149,-0.04705804944904353,0.5687489669984063
d_A9R05_A9P5,n_my_house,150,-0.04480540814864794,0.5861422277536867
d_A9R05_A9P5,n_my,150,-0.04437647296870807,0.5897366423892825
d_A9R05_A9P5,counting_my,150,-0.04384791035711124,0.5941796980384544
d_A9R05_A9P5,n_stones,150,-0.04373527416614835,0.5951284637270525
d_A9R05_A9P5,rho_cluster_risk_l0.5,149,-0.04350213496354842,0.5983403765638103
d_A9R05_A9P5,rho_cluster,149,-0.042466542630317294,0.6070865325873178
d_A9R05_A9P5,lookahead_gain_best,150,0.039134877716034404,0.6344484196113451
d_A9R05_A9P5,rho_gain_sd,149,0.039113940029336915,0.6357803094406823
d_A9R05_A9P5,frac_draw,150,0.0381677349391791,0.6428512956732915
d_A9R05_A9P5,n_op_house,150,-0.036087053172590304,0.6610819467912368
d_A9R05_A9P5,n_op,150,-0.034427964761230334,0.6757632968967024
d_A9R05_A9P5,frac_hit,150,-0.03384927570678687,0.6809133488243692
d_A9R05_A9P5,n_front_house,150,0.028795313410544674,0.7264952247120713
d_A9R05_A9P5,n_within_1.22,150,-0.02866687498419106,0.7276670179306458
d_A9R05_A9P5,q_range,150,-0.025356682549345137,0.7580775609811317
d_A9R05_A9P5,frac_guard,150,-0.022718145816917636,0.7825885087192099
d_A9R05_A9P5,topk_overlap_l0.5,150,-0.02089693262761554,0.7996339857733724
d_A9R05_A9P5,x_spread,150,0.019940067596446003,0.8086282430007832
d_A9R05_A9P5,mean_nn_dist,150,-0.018720447974164944,0.8201285516430621
d_A9R05_A9P5,best_type_margin,150,0.017623126719272124,0.8305085531580865
d_A9R05_A9P5,lookahead_gain_mean,150,-0.01739556813733751,0.8326648539681276
d_A9R05_A9P5,n_near_best_050,150,-0.016557945821953093,0.8406126221334603
d_A9R05_A9P5,n_near_best_025,150,-0.01652653315324319,0.840910999198896
d_A9R05_A9P5,house_diff,150,0.014575056412456653,0.8594900400577091
d_A9R05_A9P5,between_range_q,150,-0.011190574798214606,0.8918894995989198
d_A9R05_A9P5,q_star_minus_median,150,-0.008851338580246698,0.9143910963827819
d_A9R05_A9P5,min_pair_dist,150,0.00841965476083502,0.9185515274197199
d_A9R05_A9P5,house_mean_nn_dist,149,0.006718421375309839,0.9351882358817677
d_A9R05_A9P5,best_cluster_rank,150,-0.005669293056066348,0.9451057735216366
d_A9R05_A9P5,within_sd_q,150,-0.004687690039439913,0.9545991449018065
d_A9R05_A9P5,q_iqr,150,0.002003348175379462,0.9805888465565951
d_A9R05_A9P5,n_types_near_best_050,150,0.001872180060290408,0.9818595567297742
d_A9R05_A9P5,frac_near_best_050,150,0.0014550016267424013,0.9859013208851528
d_A9R05_A9P5,best_cluster_selected,150,-0.0009854646245141233,0.9904507756813146
dadj_A9R05_A9P5,best_p_ge2,150,-0.16722147019098424,0.04082248730081381
dadj_A9R05_A9P5,qadj_star_l0.5,150,-0.16006763429775198,0.05038798187917802
dadj_A9R05_A9P5,n_back_house,150,-0.15983139184606898,0.05073315927064435
dadj_A9R05_A9P5,q_2nd,150,-0.15736658836459766,0.0544528348923633
dadj_A9R05_A9P5,md_rep_q_max,150,-0.1548043448551802,0.05855542028263542
dadj_A9R05_A9P5,q_star,150,-0.14777399068049438,0.07113179384100268
dadj_A9R05_A9P5,q_mean,150,-0.1471503342046312,0.07234597570865106
dadj_A9R05_A9P5,best_p_negative,150,0.14312491695495086,0.08059255305907959
dadj_A9R05_A9P5,q_min,150,-0.14150422960563425,0.08411913668823211
dadj_A9R05_A9P5,rep_q_max,150,-0.14068672085545425,0.08594435573660739
dadj_A9R05_A9P5,singleton_frac,150,-0.14058074192920128,0.08618327236897505
dadj_A9R05_A9P5,largest_frac,150,-0.1342340872809291,0.1014858234525131
dadj_A9R05_A9P5,best_is_rep,150,0.13419578117492087,0.10158429330750862
dadj_A9R05_A9P5,n_singleton,150,-0.1276766289315612,0.11946785129684043
dadj_A9R05_A9P5,q_median,150,-0.11532470836932543,0.15992875043904817
dadj_A9R05_A9P5,n_within_0.61,150,-0.11093643379209525,0.17653604233456216
dadj_A9R05_A9P5,true_top_cluster_selected,150,0.10751960360181104,0.19032281010399973
dadj_A9R05_A9P5,n_types,150,-0.1040559935717931,0.20508295419927955
dadj_A9R05_A9P5,size_entropy_norm,150,0.0988380310587847,0.2288462919239648
dadj_A9R05_A9P5,type_purity,150,0.09378231827159547,0.2536605080189105
dadj_A9R05_A9P5,best_cluster_size,150,-0.09366819083875705,0.2542412724472237
dadj_A9R05_A9P5,mean_cluster_size,150,0.08902201763108034,0.2786645185713643
dadj_A9R05_A9P5,no1_no2_gap,149,0.08807542466651969,0.28546613261767745
dadj_A9R05_A9P5,counting_op,150,0.08658156449251256,0.29210626071311535
dadj_A9R05_A9P5,x_spread,150,0.08182269664856738,0.31953869076962965
dadj_A9R05_A9P5,y_spread,150,-0.07635941040281763,0.3530231336508869
dadj_A9R05_A9P5,score_now,150,-0.0727824159311568,0.3760937653819955
dadj_A9R05_A9P5,house_mean_nn_dist,149,0.07151410934627833,0.38610663208484275
dadj_A9R05_A9P5,best_hist_entropy,150,0.06472697754230877,0.43132028275610845
dadj_A9R05_A9P5,q_sd_best,150,0.06039056781852995,0.46287961009986267
dadj_A9R05_A9P5,K_clusters,150,-0.060130556783220046,0.4648115492612163
dadj_A9R05_A9P5,n_house,150,-0.05935322253723977,0.47061370250104745
dadj_A9R05_A9P5,house_density,150,-0.05935322253723977,0.47061370250104745
dadj_A9R05_A9P5,n_cand,150,-0.054597422715052954,0.5069588264348703
dadj_A9R05_A9P5,n_cand_ct,150,-0.054597422715052954,0.5069588264348703
dadj_A9R05_A9P5,remaining,150,0.05300459958235165,0.5194499231870374
dadj_A9R05_A9P5,cluster_sd_mean,150,0.05259482845655369,0.5226886301787271
