target,feature,n,rho,p
d_A9P5_A2,md_rep_q_max,200,0.054311310418910345,0.4449700167130498
d_A9P5_A2,n_within_0.61,200,0.053465105967799485,0.45210551922670367
d_A9P5_A2,n_op,200,-0.05093993605801155,0.4737757333780256
d_A9P5_A2,n_op_house,200,-0.04371808750212456,0.5387622514479493
d_A9P5_A2,frac_guard,200,0.04298140568564378,0.5456321037562645
d_A9P5_A2,counting_my,200,-0.04154078982940636,0.5591898034939262
d_A9P5_A2,q_median,200,0.029862980924605022,0.6746514291564704
d_A9P5_A2,n_stones,200,-0.029711303439879516,0.6762104985929398
d_A9P5_A2,n_within_1.22,200,0.02816330630862651,0.6921999410627708
d_A9P5_A2,q_gap12,200,-0.027961108811636787,0.6942987389169177
d_A9P5_A2,n_cand,200,-0.026667773964737764,0.7077779541214029
d_A9P5_A2,n_cand_ct,200,-0.026667773964737764,0.7077779541214029
d_A9P5_A2,score_now,200,-0.02528455379681137,0.7222951124588552
d_A9P5_A2,K_clusters,200,-0.02328796292138391,0.7434246557632676
d_A9P5_A2,lookahead_gain_best,150,0.022302781123848182,0.7864673104074288
d_A9P5_A2,no1_mine,200,-0.022294648797817673,0.7540097336709267
d_A9P5_A2,n_front_house,200,-0.02227463128745587,0.7542235265200391
d_A9P5_A2,best_is_rep,200,-0.02161536000606428,0.7612750921256474
d_A9P5_A2,n_house,200,-0.020996934167704165,0.7679077214486214
d_A9P5_A2,house_density,200,-0.020996934167704165,0.7679077214486214
d_A9P5_A2,n_back_house,200,-0.019455132025091533,0.7845162172202436
d_A9P5_A2,frac_draw,200,0.01480765304648125,0.8351425758272002
d_A9P5_A2,min_pair_dist,198,-0.014702170464318792,0.8371196804856978
d_A9P5_A2,q_mean,200,0.01303736296831226,0.854618918514477
d_A9P5_A2,counting_op,200,0.011753202470824464,0.8688029032888263
d_A9P5_A2,n_types,200,0.009187709137955715,0.8972610180712355
d_A9P5_A2,q_iqr,200,-0.008314731006649789,0.9069765237382523
d_A9P5_A2,n_near_best_025,200,0.005750211894861652,0.9355920816166087
d_A9P5_A2,n_my,200,-0.005216061573441632,0.941563908270836
d_A9P5_A2,n_my_house,200,0.0025098835387265825,0.9718623052566345
d_A9P5_A2,mean_cluster_size,200,-0.0006485492499166152,0.9927278755668079
d_A9R05_A9P5,qadj_star_l0.5,200,-0.15238503291533978,0.031229327009025427
d_A9R05_A9P5,best_p_ge2,200,-0.14398332180329879,0.04194357063644355
d_A9R05_A9P5,q_2nd,200,-0.14100804261657582,0.04641303373774264
d_A9R05_A9P5,q_star,200,-0.1368412493791261,0.05333526077826422
d_A9R05_A9P5,md_rep_q_max,200,-0.1367117614509874,0.05356339539961469
d_A9R05_A9P5,best_p_negative,200,0.1354778595790986,0.05577814249859296
d_A9R05_A9P5,q_min,200,-0.12398432966905393,0.08026196560037151
d_A9R05_A9P5,mean_cluster_size,200,0.12244622969064775,0.08411330184294288
d_A9R05_A9P5,rep_q_max,200,-0.12146526740681919,0.08664616797971057
d_A9R05_A9P5,q_mean,200,-0.11976886503897458,0.09117022917737008
d_A9R05_A9P5,best_is_rep,200,0.11750049483105587,0.09751193698107369
d_A9R05_A9P5,counting_op,200,0.11336784077649775,0.10996037728722753
d_A9R05_A9P5,singleton_frac,200,-0.10421706556629513,0.14193702538482286
d_A9R05_A9P5,q_sd_best,200,0.10014688466808402,0.15825549301267197
d_A9R05_A9P5,score_now,200,-0.09460145838498366,0.18270542550402244
d_A9R05_A9P5,best_hist_entropy,200,0.09446387601260486,0.18334550744856648
d_A9R05_A9P5,q_median,200,-0.09092697833735504,0.2003708309334041
d_A9R05_A9P5,mean_nn_dist,198,-0.08288952279981998,0.24565282755295015
d_A9R05_A9P5,largest_frac,200,-0.08266178491850332,0.24455396756628883
d_A9R05_A9P5,cluster_sd_mean,200,0.08026227188153118,0.2585651794850843
d_A9R05_A9P5,best_cluster_size,200,-0.07564357036210041,0.2870649643972694
d_A9R05_A9P5,house_mean_nn_dist,196,-0.07109441321087022,0.32207198922087726
d_A9R05_A9P5,n_singleton,200,-0.061057295305167736,0.390412310342597
d_A9R05_A9P5,q_sd_mean,200,0.05975614716200653,0.4006090630408897
d_A9R05_A9P5,q_sd_median,200,0.05874813795157943,0.408616644882579
d_A9R05_A9P5,n_front_house,200,0.0584174508823001,0.4112640700519162
d_A9R05_A9P5,remaining,200,0.054775064195375686,0.4410866723260508
d_A9R05_A9P5,n_back_house,200,-0.05200159108645878,0.46459658783900737
d_A9R05_A9P5,no1_mine,200,-0.04842623680932869,0.4958984498747238
d_A9R05_A9P5,rho_cand,198,-0.047480963388990154,0.5065233109578353
d_A9R05_A9P5,y_spread,198,-0.04731892280044723,0.5079767049934961
d_A9R05_A9P5,min_pair_dist,198,-0.04457508894622676,0.5329127563808597
d_A9R05_A9P5,between_range_q,200,0.04449064924732133,0.5316043390519309
d_A9R05_A9P5,counting_my,200,-0.043838241477086544,0.5376458636315795
d_A9R05_A9P5,frac_hit,200,0.041889959587156474,0.5558888995259698
